Difficulty,Test Ori Question,Test Ori Solution,Test Ori Final Answer,Image Lable,Image Name
0.595,"A satellite is in distress in a circular orbit at 549 km altitude. A rescue vehicle is in a co-planar circular orbit at 440 km altitude. The rescue vehicle is initially 144.7° behind the target satellite.

What is the required lead angle for the rescue maneuver? Provide the answer in degrees.","**1. Known Data**

- Earth's gravitational parameter:  
  \[
  \mu = 398600 \text{ km}^3/\text{s}^2
  \]

- Earth radius:  
  \[
  R_E = 6378 \text{ km}
  \]

**2. Orbital Radii**

\[
a_{target} = R_E + h_{target} = 6378 + 549 = 6927.3 \text{ km}
\]

\[
a_{interceptor} = R_E + h_{interceptor} = 6378 + 440 = 6817.6 \text{ km}
\]

**3. Angular Velocities**

Using the circular orbit relation:

\[
\omega = \sqrt{\frac{\mu}{a^3}}
\]

\[
\omega_{target} = 0.001095 \text{ rad/s}
\]

\[
\omega_{interceptor} = 0.001122 \text{ rad/s}
\]

**4. Relative Angular Rate**

\[
\Delta \omega = \omega_{interceptor} - \omega_{target} = 2.654685e-05 \text{ rad/s}
\]

**5. Time of Flight**

Initial phase angle:

\[
\Delta \theta = 144.7^\circ = 2.5257 \text{ rad}
\]

\[
\text{TOF} = \frac{\Delta \theta}{\Delta \omega} = 95141.6 \text{ s}
\]

**6. Lead Angle**

\[
\alpha_{lead} = \omega_{target} \cdot \text{TOF}
\]

\[
\alpha_{lead} = 104.1810 \text{ rad} = 5969.1^\circ
\]",5969.1°,No,
0.525,"A satellite is in distress in a circular orbit at an altitude of 555.4 km above Earth. A rescue vehicle is in a co-planar circular orbit at an altitude of 259.9 km. At the initial time, the rescue vehicle is 144.7° behind the target satellite.

Assuming a simplified phasing maneuver model, determine the final phase angle between the two spacecraft. Provide your answer in degrees.","### Step-by-Step Solution

1. **Given Data:**
   - Target orbit altitude: 555.4 km
   - Rescue orbit altitude: 259.9 km
   - Initial phase angle: 144.7°

2. **Convert Initial Phase Angle to Radians:**
   \[
   \phi_0 = \phi_0(^\circ) \times \frac{\pi}{180}
   \]
   \[
   \phi_0 = 144.7 \times \frac{\pi}{180} = 2.5250 \text{ rad}
   \]

3. **Final Phase Angle Relationship:**
   For this simplified model, the final phase angle is assumed to be:
   \[
   \phi_f = \pi - \phi_0
   \]

4. **Substitute Values:**
   \[
   \phi_f = \pi - 2.5250 = 0.6166 \text{ rad}
   \]

5. **Convert Final Phase Angle to Degrees:**
   \[
   \phi_f(^\circ) = \phi_f(\text{rad}) \times \frac{180}{\pi}
   \]
   \[
   \phi_f = 35.33°
   \]
",35.33°,No,
0.525,"A satellite is in distress in a circular, equatorial orbit at an altitude of 495.7 km above Earth. A rescue vehicle is in a co-planar circular orbit at an altitude of 162.3 km. The rescue vehicle is initially 121.0° behind the target satellite.

Assuming Keplerian motion and neglecting perturbations, determine the wait time required for the rescue vehicle to naturally phase around and align with the distressed satellite. Provide your answer in hours.","### Step 1: Determine Orbital Radii
The orbital radius is the sum of Earth's radius and the satellite altitude.

- Target orbital radius:
  \[ r_t = R_E + h_t = 6371.0 + 495.7 = 6866.7 \, \text{km} \]

- Chaser orbital radius:
  \[ r_c = R_E + h_c = 6371.0 + 162.3 = 6533.3 \, \text{km} \]

### Step 2: Compute Angular Velocities
For a circular orbit, the angular velocity is given by:

\[ \omega = \sqrt{\frac{\mu}{r^3}} \]

- Target angular velocity:
  \[ \omega_t = \sqrt{\frac{398600}{(6866.7)^3}} = 1.109557e-03 \, \text{rad/s} \]

- Chaser angular velocity:
  \[ \omega_c = \sqrt{\frac{398600}{(6533.3)^3}} = 1.195564e-03 \, \text{rad/s} \]

### Step 3: Relative Angular Speed
The rate at which the phase angle closes is the difference in angular velocities:

\[ \Delta \omega = |\omega_c - \omega_t| = 8.600701e-05 \, \text{rad/s} \]

### Step 4: Convert Phase Angle to Radians
\[ \phi = 121.0^\circ \times \frac{\pi}{180} = 2.1113 \, \text{rad} \]

### Step 5: Compute Wait Time
The wait time is given by:

\[ t = \frac{\phi}{\Delta \omega} \]

\[ t = \frac{2.1113}{8.600701e-05} = 24547.51 \, \text{s} \]

Convert seconds to hours:

\[ t = \frac{24547.51}{3600} = 6.82 \, \text{hours} \]
",The required wait time is approximately 6.82 hours.,No,
0.525,"A spacecraft and its target are in the same circular Earth orbit at an altitude of 743 km above the Earth's surface and are separated by 180° along the orbit.

How do we determine the radius of this orbit? Provide your answer in kilometers.","### Step 1: Identify the given quantities
- Altitude of the orbit above Earth's surface: 743 km
- Mean radius of the Earth: 6378 km

### Step 2: Recall the formula for orbital radius
The radius of a circular orbit measured from the center of the Earth is given by:

\[ R = R_{Earth} + h \]

where:
- \( R_{Earth} \) is the Earth's radius
- \( h \) is the orbital altitude above the Earth's surface

### Step 3: Substitute the given values
\[ R = 6378 \, \text{km} + 743 \, \text{km} \]

### Step 4: Compute the result
\[ R = 7121 \, \text{km} \]",The radius of the orbit is 7121 km.,No,
0.525,"A spacecraft is in a circular Earth orbit at an altitude of 344.0 km above the Earth's surface.

Assuming the orbit is perfectly circular, how do we calculate the angular velocity of the spacecraft about the center of the Earth?","### Step 1: Identify the governing principle
For a circular orbit, the angular velocity can be obtained from Kepler’s third law, which relates orbital motion to the gravitational parameter of the central body.

### Step 2: Write the angular velocity formula
The angular velocity \(\omega\) of a circular orbit is given by:

\[
\omega = \sqrt{\frac{\mu}{a^3}}
\]

where:
- \(\mu\) is the standard gravitational parameter of Earth
- \(a\) is the semi-major axis of the orbit

### Step 3: Compute the semi-major axis
For a circular orbit:

\[
a = R_\oplus + h = 6371.0\,\text{km} + 344.0\,\text{km} = 6715.0\,\text{km}
\]

### Step 4: Substitute numerical values
\[
\omega = \sqrt{\frac{3.986e+05}{(6715.0)^3}}
\]

### Step 5: Evaluate the expression
\[
\omega \approx 1.147373e-03\,\text{rad/s}
\]","The angular velocity of the spacecraft is approximately \(\omega = 1.147373e-03\,\text{rad/s}\).",No,
0.525,"A spacecraft and its target are in the same circular Earth orbit at an altitude of 1201 km. The spacecraft initially lags behind the target by 90°. 

If the spacecraft performs a maneuver where it slows down in order to eventually catch up with the target ('slow down to speed up'), determine the time of flight required to rendezvous. Assume Earth's gravitational parameter is 3.986e+05 km³/s².","### Step 1: Determine the orbital radius
The orbital radius is the sum of Earth's radius and the orbital altitude:

\[
r = R_E + h = 6378 + 1201 = 7579 \, \text{km}
\]

### Step 2: Compute the travel angle
For a 'slow down to speed up' maneuver, the spacecraft travels the long way around the orbit:

\[
\phi_{travel} = 2\pi - \phi_{initial}
\]

Substituting the given phase angle:

\[
\phi_{travel} = 2\pi - 1.571 = 4.712 \, \text{rad}
\]

### Step 3: Calculate the mean motion
The mean motion for a circular orbit is:

\[
\omega = \sqrt{\frac{\mu}{r^3}}
\]

Substituting numerical values:

\[
\omega = \sqrt{\frac{3.986e+05}{(7579)^3}} = 0.000957 \, \text{rad/s}
\]

### Step 4: Compute the time of flight
The time of flight is given by:

\[
TOF = \frac{\phi_{travel}}{\omega}
\]

Substituting the computed values:

\[
TOF = \frac{4.712}{0.000957} = 4924.5 \, \text{s}
\]

Converting to minutes:

\[
TOF = 82.1 \, \text{minutes}
\]",The required time of flight for the rendezvous is approximately 82.1 minutes.,No,
0.455,"A payload and its target are in the same circular orbit at an altitude of 1494 km above Earth. The two objects are initially separated by 180° along the orbit.

If the payload performs a maneuver in which it speeds up (entering a higher, slower orbit) in order to fall back and rendezvous with the target, how do we calculate the required travel angle? Provide the answer in degrees.","### Step-by-Step Solution

1. **Understand the geometry of the maneuver**

   When the payload speeds up, it enters a higher orbit with a longer orbital period. As a result, it moves more slowly in angular terms and allows the target to catch up.

2. **Determine the required angular travel**

   To rendezvous with a target that is initially ahead by an angle $\\Delta\\theta$, the payload must complete:\n\n   - One full revolution around the orbit: 360°
   - Plus the initial separation angle: 180°

3. **Apply the formula**

   \\[ \\theta_{\\text{travel}} = 360^\\circ + \\Delta\\theta \\]\n\n4. **Substitute the given value**

   \[ \theta_{\text{travel}} = 360^\circ + 180^\circ = 540^\circ \]
",The required travel angle is 540 degrees.,No,
0.455,"A spacecraft and a target are in the same circular Earth orbit. The target is ahead of the spacecraft by an angular separation of 118.9° along the orbit.

The target has a constant angular velocity of 0.00124 rad/s.

Assuming the spacecraft must travel the same angular distance along the orbit, determine the time of flight required to reach the target.","### Step 1: Identify the known quantities
- Angular separation: \( \phi = 118.9^\circ \)
- Target angular velocity: \( \omega = 0.00124 \, \text{rad/s} \)

### Step 2: Convert the angular separation to radians
The time-of-flight formula requires the angle in radians:

\[
\phi = \phi_{deg} \times \frac{\pi}{180}
\]

\[
\phi = 118.9 \times \frac{\pi}{180} = 2.07462 \, \text{rad}
\]

### Step 3: Apply the time-of-flight formula
For uniform circular motion, the time of flight is given by:

\[
TOF = \frac{\phi}{\omega}
\]

Substitute the known values:

\[
TOF = \frac{2.07462}{0.00124}
\]

\[
TOF = 1675.35 \, \text{s}
\]
",The required time of flight is 1675.35 seconds.,No,
0.525,"A spacecraft and a target are in the same circular Earth orbit at an altitude of 1205 km. The spacecraft trails the target by 90° along the orbit.

Assuming the spacecraft performs a single phasing orbit to rendezvous with the target, determine the required semi-major axis of the phasing orbit. Use Earth's gravitational parameter μ = 398600 km³/s².","### Step 1: Determine the radius of the circular target orbit
The orbital radius is the sum of Earth's radius and the orbital altitude:

\[
r = R_E + h = 6378 + 1205 = 7583 \text{ km}
\]

### Step 2: Compute the orbital period of the target
Using Kepler’s Third Law for circular orbits:

\[
T = 2\pi \sqrt{\frac{r^3}{\mu}}
\]

Substituting values:

\[
T_{target} = 2\pi \sqrt{\frac{7583^3}{398600}}
\]

This gives:

\[
T_{target} \approx 6571 \text{ s}
\]

### Step 3: Determine the required phasing orbit period
A phase angle of 90° corresponds to a fraction:

\[
\frac{90}{360} = 0.25
\]

To eliminate this phase difference in one phasing orbit, the spacecraft’s period must be:

\[
T_{phasing} = (1 + \text{phase fraction})\,T_{target}
\]

\[
T_{phasing} = (1 + 0.25) \times 6571 \approx 8214 \text{ s}
\]

### Step 4: Compute the semi-major axis of the phasing orbit
Rearranging Kepler’s Third Law:

\[
a = \left( \mu \left( \frac{T}{2\pi} \right)^2 \right)^{1/3}
\]

Substituting the phasing period:

\[
a_{phasing} = \left( 398600 \left( \frac{8214}{2\pi} \right)^2 \right)^{1/3}
\]
","The required semi-major axis of the phasing orbit is:

\[
a_{phasing} \approx 8799 \text{ km}
\]",No,
0.525,"A spacecraft is in the same circular Earth orbit as its target at an altitude of 1094 km, but they are separated by a phase angle of 90°. The spacecraft plans to rendezvous with the target using a phasing orbit over 3 phasing revolutions.

How does the required orbital period determine the semi-major axis of the phasing orbit, and what is the resulting semi-major axis?","
**Step 1: Determine the radius of the target orbit**

Earth radius:  
\[
R_E = 6378\,\text{km}
\]

Target orbit radius:  
\[
r = R_E + h = 6378 + 1094 = 7472\,\text{km}
\]

---

**Step 2: Compute the orbital period of the target**

Using Kepler's third law:
\[
T = 2\pi \sqrt{\frac{r^3}{\mu}}
\]

Substituting values:
\[
T_{target} = 2\pi \sqrt{\frac{(7472)^3}{398600}}
\]

\[
T_{target} = 6428.0\,\text{s}
\]

---

**Step 3: Determine the required phasing period**

The spacecraft must remove a phase angle of:
\[
\frac{90}{360} = 0.250
\]

Spread over 3 phasing orbits, the period change per orbit is:
\[
\Delta T = \frac{T_{target} \times 0.250}{3}
= 535.7\,\text{s}
\]

Thus, the phasing orbit period is:
\[
T_{phasing} = T_{target} - \Delta T = 5892.3\,\text{s}
\]

---

**Step 4: Compute the semi-major axis of the phasing orbit**

Rearranging Kepler’s third law:
\[
a = \left( \mu \left( \frac{T}{2\pi} \right)^2 \right)^0.3333333333333333
\]

Substituting the phasing period:
\[
a_{phasing} = \left( 398600 \left( \frac{5892.3}{2\pi} \right)^2 \right)^0.3333333333333333
\]

\[
a_{phasing} = 7051\,\text{km}
\]
","The desired orbital period sets the timing needed to remove the phase difference, which directly determines the semi-major axis via Kepler’s third law. For this case, the phasing orbit semi-major axis is approximately 7051 km.",No,
0.525,"A chaser spacecraft and a target are in the same circular Earth orbit at an altitude of 473 km. The target is ahead of the chaser by a phase angle of 60°. The chaser performs a single phasing maneuver so that it will rendezvous with the target after 3 complete revolutions of the target.

Assuming Keplerian motion and an instantaneous maneuver, determine the required semi-major axis of the phasing orbit.","**Step 1: Define known quantities**

Earth gravitational parameter:
\[
\mu = 398600\;\text{km}^3/\text{s}^2
\]

Target orbit radius:
\[
r = R_E + h = 6378 + 473 = 6851\;\text{km}
\]

Phase angle:
\[
\Delta \theta = 60^\circ = 1.047\;\text{rad}
\]

**Step 2: Compute the mean motion and period of the target orbit**

Mean motion:
\[
n_t = \sqrt{\mu \over r^3} = \sqrt{398600 \over 6851^3}
\]

Orbital period:
\[
T_t = \frac{2\pi}{n_t} = 5643.2\;\text{s}
\]

**Step 3: Determine the required angular catch-up**

To rendezvous after 3 target orbits, the chaser must accumulate:
\[
\Delta \theta_{req} = 2\pi(3) - \Delta \theta
\]
\[
\Delta \theta_{req} = 17.802\;\text{rad}
\]

**Step 4: Compute the required mean motion of the phasing orbit**

Total time available:
\[
t = 3 T_t
\]

Required mean motion:
\[
n_p = \frac{\Delta \theta_{req}}{t} = 1.051557e-03\;\text{rad/s}
\]

**Step 5: Compute the semi-major axis of the phasing orbit**

Using Kepler's third law:
\[
a_p = \left( \frac{\mu}{n_p^2} \right)^{1/3}
\]

Substituting values:
\[
a_p = 7116.9\;\text{km}
\]",The required semi-major axis of the phasing orbit is approximately 7116.9 km.,No,
0.525,"A spacecraft and a target are in the same circular Earth orbit at an altitude of 584 km. The spacecraft trails the target by 60°.

To rendezvous, the spacecraft performs a phasing maneuver using an elliptical orbit that completes 2 revolution(s) before returning to the circular orbit.

Given Earth's gravitational parameter μ = 398600 km³/s², calculate the required semi-major axis of the phasing orbit.","### Step 1: Determine the radius of the circular orbit
\[ r = R_\oplus + h = 6378 + 584 = 6961.7\,\text{km} \]

### Step 2: Compute the period of the circular orbit
Using Kepler’s Third Law:
\[ T = 2\pi \sqrt{\frac{r^3}{\mu}} \]
\[ T = 2\pi \sqrt{\frac{(6961.7)^3}{398600}} = 5780.7\,\text{s} \]

### Step 3: Determine the required time shift
The time corresponding to the phase angle is:
\[ \Delta t = \frac{\Delta \theta}{2\pi} T \]
\[ \Delta t = \frac{1.047}{2\pi} \times 5780.7 = 963.5\,\text{s} \]

### Step 4: Compute the phasing orbit period
The time shift is distributed over 2 orbit(s):
\[ T_p = T - \frac{\Delta t}{N} \]
\[ T_p = 5780.7 - \frac{963.5}{2} = 5299.0\,\text{s} \]

### Step 5: Compute the semi-major axis of the phasing orbit
Again using Kepler’s Third Law:
\[ a = \left( \mu \left( \frac{T_p}{2\pi} \right)^2 \right)^{1/3} \]
\[ a = \left( 398600 \left( \frac{5299.0}{2\pi} \right)^2 \right)^{1/3} = 6569.3\,\text{km} \]",The required semi-major axis of the phasing orbit is approximately 6569.3 km.,No,
0.595,"A spacecraft and its target are in the same circular Earth orbit at an altitude of 640 km and are separated by 180°.

To rendezvous, the spacecraft performs a phasing maneuver by raising its orbit by 545 km using a two-impulse Hohmann-style transfer.

How do we compute the total ΔV for this maneuver? Provide the total burn required (in km/s).","### Step-by-Step Solution

**1. Define constants and orbital radii**

- Earth's gravitational parameter:  
  \( \mu = 398600\;\text{km}^3/\text{s}^2 \)
- Earth radius:  
  \( R_E = 6371\;\text{km} \)
- Initial orbit radius:  
  \( r_1 = R_E + h = 6371 + 640 = 7011.4\;\text{km} \)
- Raised orbit radius:  
  \( r_2 = r_1 + 545 = 7556.3\;\text{km} \)

**2. Compute circular velocity in the initial orbit**

\[
v_{\text{circ}} = \sqrt{\frac{\mu}{r_1}}
\]

\[
v_{\text{circ}} = \sqrt{\frac{398600}{7011.4}} = 7.540\;\text{km/s}
\]

**3. Compute velocity at perigee of the transfer orbit**

- Semi-major axis of transfer orbit:
\[
a = \frac{r_1 + r_2}{2}
\]

- Velocity at perigee (first burn):
\[
v_{t1} = \sqrt{\mu \left( \frac{2}{r_1} - \frac{1}{a} \right)}
\]

\[
v_{t1} = 7.680\;\text{km/s}
\]

**4. Compute velocity at apogee of the transfer orbit**

\[
v_{t2} = \sqrt{\mu \left( \frac{2}{r_2} - \frac{1}{a} \right)}
\]

\[
v_{t2} = 7.126\;\text{km/s}
\]

**5. Compute individual ΔV burns**

- First burn (raise orbit):
\[
\Delta V_1 = v_{t1} - v_{\text{circ}}
\]

\[
\Delta V_1 = 0.140\;\text{km/s}
\]

- Second burn (circularize at raised orbit):
\[
\Delta V_2 = v_{\text{circ,2}} - v_{t2}
\]

\[
\Delta V_2 = 0.137\;\text{km/s}
\]

**6. Total ΔV**

\[
\Delta V_{\text{total}} = |\Delta V_1| + |\Delta V_2|
\]

\[
\Delta V_{\text{total}} = 0.277\;\text{km/s}
\]
",Total required burn: ΔV = 0.277 km/s,No,
