Difficulty,Test Ori Question,Test Ori Final Answer
0.525,"A spacecraft is in the same circular Earth orbit as its target at an altitude of 1094 km, but they are separated by a phase angle of 90°. The spacecraft plans to rendezvous with the target using a phasing orbit over 3 phasing revolutions.

How does the required orbital period determine the semi-major axis of the phasing orbit, and what is the resulting semi-major axis?","The desired orbital period sets the timing needed to remove the phase difference, which directly determines the semi-major axis via Kepler’s third law. For this case, the phasing orbit semi-major axis is approximately 7051 km."
0.525,"A chaser spacecraft and a target are in the same circular Earth orbit at an altitude of 473 km. The target is ahead of the chaser by a phase angle of 60°. The chaser performs a single phasing maneuver so that it will rendezvous with the target after 3 complete revolutions of the target.

Assuming Keplerian motion and an instantaneous maneuver, determine the required semi-major axis of the phasing orbit.",The required semi-major axis of the phasing orbit is approximately 7116.9 km.
0.525,"A spacecraft and a target are in the same circular Earth orbit at an altitude of 584 km. The spacecraft trails the target by 60°.

To rendezvous, the spacecraft performs a phasing maneuver using an elliptical orbit that completes 2 revolution(s) before returning to the circular orbit.

Given Earth's gravitational parameter μ = 398600 km³/s², calculate the required semi-major axis of the phasing orbit.",The required semi-major axis of the phasing orbit is approximately 6569.3 km.
0.595,"A spacecraft and its target are in the same circular Earth orbit at an altitude of 640 km and are separated by 180°.

To rendezvous, the spacecraft performs a phasing maneuver by raising its orbit by 545 km using a two-impulse Hohmann-style transfer.

How do we compute the total ΔV for this maneuver? Provide the total burn required (in km/s).",Total required burn: ΔV = 0.277 km/s
0.525,"A spacecraft and its target are in the same circular orbit at an altitude of 1495 km above Earth. They are separated by a phase angle of 180°.

Two rendezvous strategies are considered:
- Case 1: Lower the orbit to 358 km to change phase.
- Case 2: Raise the orbit by several hundred kilometers to change phase.

Assuming impulsive burns and Earth’s gravitational parameter μ = 398600 km³/s², which case should be chosen if fuel conservation is more important than time?","To conserve fuel, choose **Case 2 (raising the orbit)**, which requires a total delta-v of approximately 0.16 km/s."
0.455,"Given a satellite orbiting Earth with a semi-major axis a = 12375.3 km and eccentricity e = 0.0276,

determine the mean motion of the orbit. Provide your answer in revolutions per day.",6.306 rev/day
0.35,"Given a satellite orbit with the following parameters:

- Semi-major axis, a = 7394.9 km
- Eccentricity, e = 0.0316
- Mean motion, n = 15.7494 rev/day
- Time rate of change of mean motion, dn/dt = 0.001750 rev/day²

Determine the time rate of change of the semi-major axis. Express your answer in kilometers per day.",-0.54767 km/day
0.525,"A satellite orbits the Earth with an initial semi-major axis of 7118.9 km. Due to long-term perturbations, the semi-major axis is changing at a constant rate of -0.01598 km/day.

Assuming this rate remains constant, what will be the satellite’s semi-major axis after 338 days? Provide your answer in kilometers (km).",7113.54 km
0.525,"Given a satellite in Earth orbit with the following parameters:

- Semi-major axis, a = 6917.6 km
- Eccentricity, e = 0.0390
- Mean motion time rate of change, ṅ = 0.003185 rev/day²

Determine the time rate of change of the eccentricity. Provide your answer in decimal format per day.",-1.352242e-04 per day
0.35,"Given a satellite orbit with the following parameters:

- Semi-major axis, a = 6600.8 km
- Initial eccentricity, e₀ = 0.00440
- Rate of change of eccentricity, ṡe = -3.514240e-05 per day
- Time of flight = 540 days

What is the eccentricity after the given time of flight?
Provide the eccentricity value as a decimal.",Final eccentricity after 540 days: e = 0.014581
0.525,"Given a satellite in a low Earth orbit with the following parameters:

- Semi-major axis: a = 7158.5 km
- Eccentricity: e = 0.007

Assume the orbit is required to be sun-synchronous. A sun-synchronous orbit has a nodal precession rate equal to Earth's mean motion around the Sun (approximately 360° per year).

Using the J2 perturbation model, determine the required orbital inclination. Provide your answer in degrees.",The required sun-synchronous inclination is approximately 98.52°.
0.525,"
In orbital mechanics, certain highly elliptical Earth orbits are designed so
that the argument of perigee does not change over time. This condition is known
as a *frozen argument of perigee* and is mathematically expressed as:

\[
\dot{\omega} = 0
\]

When considering only the Earth's J2 perturbation, the secular rate of change
of the argument of perigee can be written as:

\[
\dot{\omega}_{J2} =
\left[ \frac{3}{2} J_2 \left( \frac{R_e}{p_0} \right)^2
\left( 2 - 3.053062161971293 \sin^2 i \right) \right] \bar{n}
\]

Assuming all other quantities are nonzero constants, determine the orbital
inclination \( i \) (in degrees) required so that the argument of perigee
remains constant.
",Required inclination: i = 54.03444°
0.525,"A satellite is in an elliptical orbit around Earth. The following parameters are given:

- Altitude at perigee: 604 km
- Orbital eccentricity: 0.08

a) What is the satellite’s altitude at apogee?

Provide your answer in kilometers.",The satellite’s altitude at apogee is 1840 km.
0.455,"An Earth-orbiting satellite has a perigee altitude of 490.5 km and an orbital eccentricity of 0.12.

b) Determine the orbit’s specific mechanical energy, ε. Provide your answer in units of km²/s².",-25.53 km²/s²
0.455,"An Earth-orbiting satellite has an altitude at perigee of 1136.5 km and an orbital eccentricity of 0.233.

a) Assuming the Earth's mean radius is 6378.0 km and the Earth's gravitational parameter is 398600.5 km³/s², determine the magnitude of the orbit’s specific angular momentum, h.

Provide your answer in square kilometers per second (km²/s).",60760 km²/s
0.525,"A satellite is in an elliptical Earth orbit. The altitude of the satellite at perigee is 643 km, and the orbital eccentricity is 0.16.

d) What is the satellite’s speed at apogee? Provide your answer in kilometers per second (km/s).",The satellite’s speed at apogee is **5.87 km/s**.
0.455,"A geosynchronous orbit is one in which a satellite has the same rotational period as the Earth, allowing it to repeat its ground track each day.

Assume the Earth's gravitational parameter is 398686.8 km³/s² and the Earth's mean radius is 6354.4 km.

If a satellite has an orbital period of 23.97 hours:

1. What is the altitude of the satellite above the Earth's surface?
   Provide your answer in kilometers.",The satellite's altitude is approximately 35849.1 km.
0.455,"An Earth-orbiting satellite moves in a circular orbit with an orbital period of 14.82 hours.

a) Determine the semi-major axis of the orbit.
b) Calculate the specific mechanical energy, ε, of the satellite.

Use Earth's gravitational parameter μ = 398600.5 km³/s². Provide ε in units of km²/s².",Specific mechanical energy: ε = -6.506 km²/s²
0.455,"A satellite is placed in a circular orbit around the Earth such that it remains above the same longitude on the equator (i.e., a geostationary-type orbit).

Given:
- Earth's gravitational parameter: μ = 398921.9 km³/s²
- Orbital radius from Earth's center: R = 42762 km

Assuming a circular orbit, calculate the orbital speed of the satellite.
Express your answer in kilometers per second (km/s).",The orbital speed of the satellite is **3.05 km/s**.
0.525,"A space probe is traveling in a circular orbit around Earth. The radius of the orbit is given below:

- Orbital radius: R = 18077 km

What is the velocity of the probe in this circular orbit?

Provide your answer in kilometers per second (km/s).",The velocity of the probe in the circular orbit is 4.70 km/s.
0.455,"An interplanetary probe is in a circular orbit around Earth.

The radius of the orbit (measured from Earth's center) is 40,396 km.

To leave Earth and continue its journey, the probe must perform a burn that places it onto a parabolic escape trajectory.

What is the **minimum velocity** required at this orbital radius for the probe to enter an escape (parabolic) orbit? Express your answer in kilometers per second (km/s).",4.442 km/s
0.455,"A space probe is in a circular parking orbit around Earth with a radius of 22,815 km measured from the center of Earth. The Earth's gravitational parameter is 398,600 km³/s².

What is the specific kinetic energy of the probe in this circular orbit? Provide your answer in units of km²/s².",8.735 km²/s²
0.455,"A deep-space probe is initially in a circular orbit around Earth with a radius of 29,892 km. To begin its journey to the outer planets, the probe performs a maneuver to enter an escape orbit.

If the probe's velocity after the maneuver is 6.50 km/s, what is the specific kinetic energy of the probe in this escape orbit?
Provide your answer in units of km²/s².",21.15 km²/s²
0.525,"A space probe is in a circular orbit around Earth with an orbital radius of 26,176 km. To leave Earth and begin an interplanetary transfer, the probe must perform a burn to enter an escape orbit.

Using Earth's standard gravitational parameter (μ = 398,600 km³/s²), determine the difference in specific kinetic energy between the circular orbit (Orbit 1) and the escape orbit (Orbit 2).

Provide your answer in units of km²/s².",The difference in specific kinetic energy between the escape orbit and the circular orbit is 7.614 km²/s².
0.525,"A space probe is in a circular parking orbit around Earth with a radius of 36049 km. The probe then performs a maneuver to enter an escape orbit.

What is the difference in specific gravitational potential energy between the circular orbit and the escape orbit? Provide your answer in units of km²/s².",11.057 km²/s²
0.455,"A spacecraft is in a circular parking orbit around Earth with a radius of 49,672 km. The spacecraft then performs a maneuver to enter an escape orbit from Earth.

What is the difference in specific mechanical energy between the circular orbit and the escape orbit? Express your answer in units of km²/s².",4.012 km²/s²
0.455,"A spacecraft is launched from a circular parking orbit around Earth for an interplanetary transfer. The given parameters are:

- Hyperbolic excess velocity: V∞ = 3.11 km/s
- Parking orbit radius: R_park = 6918 km (circular)

a) What is the specific orbital energy ε∞ needed at the edge of the Earth’s sphere of influence? Provide the answer in units of km²/s².",ε∞ = 4.84 km²/s²
0.455,"A spacecraft is departing Earth on an interplanetary trajectory. The following parameters are given:

- Hyperbolic excess velocity: V∞ = 2.12 km/s
- Radius of the circular parking orbit: Rₚ = 6797 km

What velocity must the spacecraft have at the parking orbit in order to achieve the required velocity at the edge of Earth's sphere of influence?

Provide your answer in kilometers per second (km/s).",The required velocity at the parking orbit is V_BO = 11.036 km/s.
0.455,"A spacecraft is departing Earth for an interplanetary mission. It starts from a circular parking orbit around Earth with the following parameters:

- Hyperbolic excess velocity relative to Earth: $V_\infty = 2.64\ \text{km/s}$
- Radius of the circular parking orbit: $R_{\text{park}} = 7032\ \text{km}$

Assume Earth's gravitational parameter is $\mu_\oplus = 398600.5\ \text{km}^3/\text{s}^2$.

What is the boost $\Delta V_\text{needed}$ required to transfer the spacecraft from the circular parking orbit onto the hyperbolic departure trajectory? Express your answer in kilometers per second (km/s).",\(\Delta V_\text{needed} = 3.441\ \text{km/s}\)
